PROGRAM NAME,PROGRAM CODE,PROGRAM CODE 2 ,PROGRAM CODE 3,COURSE CODE,COURSE CODE 2,COURSE CODE3,COURSE CODE 4,Work integrated learning type,WIL TYPE 2,WIL TYPE 3,WIL TYPE 4,,Primary Key,designation,Contact Name,Address,City,Postal Code,Paid/Unpaid,"22F
# of Students Placed","23W
# of Students Placed",PAC/PLACE/CAREER
Personal Support Worker ,,,,,,,,,,,,,40c82b16-d6f5-4e88-a07d-0b28ff982f91,,Gillian Kitaresku,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,,7a829255-ca1b-48ed-908f-2d902163618a,,Melissa Martin,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,,8d9cf594-bce3-4592-810b-521e8714580f,,Joyce St. Pierre,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,,796963ac-affa-4041-aad9-132bb5c8df53,,Kelly Bastien,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,,a6863442-2bb2-47c8-8391-89e935092032,,Barb Dwyer,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,,f79448ac-d0c5-40d0-a34e-1cf7d1227e0e,,Katie –Lou Dennison,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,,e87b12cb-ec63-4f97-9311-b9acce7dcee6,,Jasna Keyeux,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,,2016a65c-c190-4a3e-9651-2d69a01111a6,,Kim Lywood,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,,98e5c5eb-e7d4-4d3b-b901-90d4725f4fe8,,Joie Syal,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,,cff5dcd8-5895-4775-a966-45b84d2b9aab,,Sheryl Johnston ,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,Duplicate,62cf9bf2-b0b4-4ddf-8e51-b2a3f44ef159,,Jacquie Trumbull,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,,f26fadd2-a8dd-4752-98d6-9ddd9a4804a8,,Heather Clifford,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,Duplicate,d21d9ec0-37e7-4607-913d-c6078b220e03,,Sheri Kipp,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,,80297044-00f5-4055-9002-f0b8ec98ad22,,Aurelia Pristoleanu ,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,,c3b9baba-3105-48fb-83c6-861d6ff9e0dd,,Melissa Brown,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,,82f89aaa-63eb-4e9e-b1b1-742e80ad97d9,,Aaron Pollard,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,,1817c3de-e197-49d5-bcc7-30cef7ad991d,,Michel Lebert,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,,b880f3a3-3ad5-4a4f-b465-3bfe940e7a16,,Marcie Gagnon,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,Duplicate,a345c7fc-1ce2-4513-80af-90da9a75ee3a,,Tammy Zimmerman,,,,,,,Coordinator Contacts
Personal Support Worker ,,,,,,,,,,,,,b880f3a3-3ad5-4a4f-b465-3bfe940e7a16,,Stephanie June,,,,,,,Coordinator Contacts
Cardiovascular Technology ,,,,,,,,,,,,Duplicate,2c552bc5-27ea-4a7a-bd6a-b6432bfe9346,,Ahmed Deweda,,,,,,,Coordinator Contacts
Cardiovascular Technology ,,,,,,,,,,,,,496255e6-05b5-4901-a7a0-c1e846305967,,Lisa Stonehouse ;Cynthia Stulp ,,,,,,,Coordinator Contacts
Cardiovascular Technology ,,,,,,,,,,,,,c6bca983-5a61-44eb-b767-026b9e941ade,,Shelly Nicol (Manager/ Main contact) ; Rylee Harris ,,,,,,,Coordinator Contacts
Cardiovascular Technology ,,,,,,,,,,,,,deb8872c-ff5c-418d-8446-6b2457e300c1,,Colleen Nelson,,,,,,,Coordinator Contacts
Cardiovascular Technology ,,,,,,,,,,,,,bc69f44d-7e71-4653-bbe8-97e25460db8a,,Lisa Landry ,,,,,,,Coordinator Contacts
Cardiovascular Technology ,,,,,,,,,,,,,ce2a8c4e-20ba-4d7d-844c-0597dae524b8,,Kyle Shafer ; Mary Poulin,,,,,,,Coordinator Contacts
Cardiovascular Technology ,,,,,,,,,,,,,e768364f-b7ac-413c-80e5-1e7b6d565bc5,,Cindy,,,,,,,Coordinator Contacts
Cardiovascular Technology ,,,,,,,,,,,,,b0affb81-ea55-4f7f-8765-b96d3e646d2a,,Monica Brotto ,,,,,,,Coordinator Contacts
Cardiovascular Technology ,,,,,,,,,,,,,a177973c-c204-4915-a6d3-a181263e867b,,Farah Haji ,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,,cb307485-fca6-49c2-a7fa-8c0c2df29e5a,,Jason Chiasson,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,,935ac6a2-92fe-425c-8b7f-78e4533289f6,,Brian Cutler,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,,efab23c1-477e-4ef0-b715-e59b697339de,,Dina  Edwards,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,,440d605b-7821-432f-bf82-547c8502fa57,,Danielle Gadoury,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,Duplicate,a29c9f78-3c74-45a1-be5a-66adc8476676,,Joe Gatfield,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,Duplicate,8073c6f5-0d27-4891-837c-8eb29379dd7e,,Cody Groulin,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,,8238656e-e2dc-4008-8a25-8b09850f11c0,,Scott Greason,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,,4d1baba5-0e3b-41e1-8d25-2f0d0d4981a4,,Kristen Micallef,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,,d5238f81-06d9-4f47-b675-e75b7f07df54,,Amanda Gellman,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,,3082bc35-b462-4154-8e16-2b7aefcaf809,,JoAnne Maleko,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,,4baffbf6-36af-4c6b-a24e-928d9ebd8f39,,Bryce Phillips,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,,f0a1a95d-a022-456a-8190-3b72c731fd23,,Emma Bufton,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,,1dad04b1-2720-457a-9680-d7633e76ca94,,Evona Dorozynska,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,Duplicate,440d605b-7821-432f-bf82-547c8502fa57,,Danielle Gadoury,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,Duplicate,836a9a2f-43fa-462f-808b-1bdb426a7aeb,,Jordana Jones- Smyrins,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,Duplicate,60950bab-6a41-438e-972d-fa8fb11d54ae,,Cindy  (Whitburn) Mailloux,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,,8eb53230-99ae-42ed-9d31-d74a82d2cd4a,,Anna  Morle,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,Duplicate,a12ef512-54ae-4f83-a45c-470286a0192f,,Sandra Vasquez,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,Duplicate,f13314af-0e33-4886-9a35-640c198fe896,,Lorne Loulas,,,,,,,Coordinator Contacts
Business Accounting Chatham,,,,,,,,,,,,,1ed9ae57-f19c-4ba2-a35e-da30729d450e,,Vian Wonsch,,,,,,,Coordinator Contacts
Greenhouse Technician ,,,,,,,,,,,,,e23f9acd-4c1a-4f20-8011-4bc573a36921,,Shelly,Seacliff Dr,Kingsville,,,,,Lido commitment letters 
Greenhouse Technician ,,,,,,,,,,,,,01086a5a-9506-49e9-8692-a223fc204213,,Chams,Essex Rd 14 ,Leamington,,,,,Lido commitment letters 
Greenhouse Technician ,,,,,,,,,,,,,6e1d6787-51ac-4c4a-9450-4821f91fa944,,Michael,County Road 34,Ruthven,,,,,Lido commitment letters 
Greenhouse Technician ,,,,,,,,,,,,,8a9f03a6-6769-461b-812d-de657e9667bc,,Gerry,Fraser Road ,Leamington,,,,,Lido commitment letters 
Greenhouse Technician ,,,,,,,,,,,,,067eae97-d476-4aa3-b520-cb1656fa4472,,Michelle,"Mersea Rd 7, RR5",Leamington,,,,,Lido commitment letters 
Greenhouse Technician ,,,,,,,,,,,,Duplicate,2948bf39-2b26-4d5c-927d-bb83da810ea9,,Bob,cty rd 34 ,Ruthven,,,,,Lido commitment letters 
Greenhouse Technician ,,,,,,,,,,,,,2c404720-d552-4663-950d-6f278e6e977b,,Pooneh,Rd. 3 East,Kingsville,,,,,Lido commitment letters 
Greenhouse Technician ,,,,,,,,,,,,,b38c9bd9-9d8b-4a70-a3bd-d3de832bc893,,Nishan,Seacliff Dr East,Kingsville,,,,,Lido commitment letters 
Greenhouse Technician ,,,,,,,,,,,,,37bae8ae-1ea8-441b-b382-ab250028c718,,Jamie,County Rd 34,Ruthven ,,,,,Lido commitment letters 
Greenhouse Technician ,,,,,,,,,,,,,6a6f219c-072c-4a5c-ae48-3de050ee89d0,,Gene,Peterson Lane,Ruthven,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,da60905f-5948-4e12-957a-de7522813c99,,Archie,Huron Church Rd,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,c542008a-fa26-4319-908b-dec1861517b5,,Chris,Holden Ave ,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,f8e4a2fc-d0b3-4c22-9d42-05f4f0578d3d,,Peter,Eugenie St E,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,05db3859-4496-4807-a64b-2b845702ee6d,,Stefan,Tecumseh Rd,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,2a4f7d22-3881-47cb-9337-96bc4e2f916e,,Shawn,Tecumseh Rd E,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,509f1a79-14b5-448b-9bbe-175bfd55340d,,Jay,Tecumseh Rd E,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,8b9aef59-940b-42e9-97c4-778d0f04f3d3,,John,Tecumseh Rd E,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,8b1803d1-202a-4115-9945-d1a07ced7c26,,Kevin,Tecumseh rd E,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,adf97d47-fc51-45ee-a454-b90717cc7258,,Tom,Tecumseh Rd E,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,6c7796a8-f230-452a-b3a5-921a67954ca2,,Mark,Tecumseh Rd E,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,38a99385-7e5a-4fd0-978a-b78d3dc6d50c,,James,Tecumseh Rd E,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,ec4ec8bb-1577-4504-8d40-83ced649ec79,,Jihad,Tecumseh Rd W,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,046c3acc-72ee-4698-a7f7-abe87a8ca5ae,,Tyler,Walker Rd,Windsor ,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,2d2ba8b8-3a11-4e1f-ae48-ffd1bfcf53a5,,Justin,Kildare Rd,Windsor ,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,abea2017-4284-4ed9-b46c-14adeb3eb120,,Richard,Walker Rd,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,7fb23eca-98c6-4732-94a6-0ce2b277f526,,Alexander,Walker Rd,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,799021e1-a6de-48a4-85c2-6a7f72f315fb,,Roger,Lauzon Rd,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,a465c297-e060-42a6-a58c-e540d7afe3d7,,Frank,Seminole St,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,aa9fcb06-218f-46cf-af88-932ffbbecd77,,Pat,Olympia Dr,Oldcastle,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,197a181c-83d0-463a-b332-85ba8b49936b,,Tim,Rourke Line ,Belle River,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,a2d8c969-e94b-4ad8-a6ef-681b6651476f,,Doug,South St,Belle River,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,0b87e4d2-5d15-49a6-843b-7d979a337396,,Murray,Old Tecumseh Rd,Belle River,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,f39008d9-2101-4a0f-8cc6-0fa5ec0c9305,,Colin,Sylvestre Dr,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,bfbfce8e-7294-44a3-b9d3-af5f460be7aa,,Dave,Sylvestre Dr,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,262ea864-2fb2-42ab-9c70-c5919528c749,,Andy,Walker Rd,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,270f4c7c-7d34-4991-8c7a-4dea3e16ee8c,,Brie,Walker Rd,Windsor,,,,,Lido commitment letters 
Electric Drive Vehicle Technician,,,,,,,,,,,,,1aae707f-45e8-4067-8407-72d5f4523b0d,,Ray,North Talbot Rd unit,Windsor,,,,,Lido commitment letters 
,,,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,Duplicate,cb307485-fca6-49c2-a7fa-8c0c2df29e5a,,Jason Chiasson,,,,,,,coordinator contact list 
,,,,,,,,,,,,,935ac6a2-92fe-425c-8b7f-78e4533289f6,,Brian Cutler,,,,,,,coordinator contact list 
,,,,,,,,,,,,,efab23c1-477e-4ef0-b715-e59b697339de,,Dina  Edwards,,,,,,,coordinator contact list 
,,,,,,,,,,,,,440d605b-7821-432f-bf82-547c8502fa57,,Danielle Gadoury,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,a29c9f78-3c74-45a1-be5a-66adc8476676,,Joe Gatfield,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,8073c6f5-0d27-4891-837c-8eb29379dd7e,,Cody Groulin,,,,,,,coordinator contact list 
,,,,,,,,,,,,,8238656e-e2dc-4008-8a25-8b09850f11c0,,Scott Greason,,,,,,,coordinator contact list 
,,,,,,,,,,,,,4d1baba5-0e3b-41e1-8d25-2f0d0d4981a4,,Kristen Micallef,,,,,,,coordinator contact list 
,,,,,,,,,,,,,d5238f81-06d9-4f47-b675-e75b7f07df54,,Amanda Gellman,,,,,,,coordinator contact list 
,,,,,,,,,,,,,3082bc35-b462-4154-8e16-2b7aefcaf809,,JoAnne Maleko,,,,,,,coordinator contact list 
,,,,,,,,,,,,,4baffbf6-36af-4c6b-a24e-928d9ebd8f39,,Bryce Phillips,,,,,,,coordinator contact list 
,,,,,,,,,,,,,f0a1a95d-a022-456a-8190-3b72c731fd23,,Emma Bufton,,,,,,,coordinator contact list 
,,,,,,,,,,,,,1dad04b1-2720-457a-9680-d7633e76ca94,,Evona Dorozynska,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,440d605b-7821-432f-bf82-547c8502fa57,,Danielle Gadoury,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,836a9a2f-43fa-462f-808b-1bdb426a7aeb,,Jordana Jones- Smyrins,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,60950bab-6a41-438e-972d-fa8fb11d54ae,,Cindy  (Whitburn) Mailloux,,,,,,,coordinator contact list 
,,,,,,,,,,,,,8eb53230-99ae-42ed-9d31-d74a82d2cd4a,,Anna  Morle,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,a12ef512-54ae-4f83-a45c-470286a0192f,,Sandra Vasquez,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,f13314af-0e33-4886-9a35-640c198fe896,,Lorne Loulas,,,,,,,coordinator contact list 
,,,,,,,,,,,,,1ed9ae57-f19c-4ba2-a35e-da30729d450e,,Vian Wonsch,,,,,,,coordinator contact list 
,,,,,,,,,,,,,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,9534dbc5-598a-4d79-b070-c82a302ccd89,,FRANK ABRUZZESE,,,,,,,coordinator contact list 
,,,,,,,,,,,,,499c8240-ee9a-4658-bd56-3dd3342cf19f,,JEFF CARTIER,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,b41ba205-fa56-4582-aace-cd05af0c2a4d,,"CIRCELLI, DAN",,,,,,,coordinator contact list 
,,,,,,,,,,,,,83af9577-ca37-45cf-8f5e-629cb678abd0,,"CREECHAN, DEAN",,,,,,,coordinator contact list 
,,,,,,,,,,,,,ff64bc31-fb7e-4165-ab2d-54da0f40e9d3,,"GEBRAEL, JACK",,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,c41813a7-09d8-4b73-8ae3-db1dfe6db549,,"IACOBELLI, TONY",,,,,,,coordinator contact list 
,,,,,,,,,,,,,76e52108-fda5-44a7-a3ad-d7631aa0ee2c,,"MCMAHON, TYLER",,,,,,,coordinator contact list 
,,,,,,,,,,,,,043312c5-01aa-4016-a672-86b3c47b8658,,"RUSCICA, ANDREW",,,,,,,coordinator contact list 
,,,,,,,,,,,,,740230e8-4994-43e0-a371-e28cd0e5ef7f,,"VERRELLI, NICO",,,,,,,coordinator contact list 
,,,,,,,,,,,,,4058dfae-8918-4e28-a67f-cb8e55bb063b,,"DOWSETT, CAMERON",,,,,,,coordinator contact list 
,,,,,,,,,,,,,024c5b32-803c-43d1-b805-72c4b615429a,,"JERCAU, SOLOMON",,,,,,,coordinator contact list 
,,,,,,,,,,,,,b1f4e89e-1ffc-4634-9867-ccbf34268914,,"LAMOUREUX, ERIC",,,,,,,coordinator contact list 
,,,,,,,,,,,,,45356d2a-55cb-43a5-8c87-7e68ec06e46a,,"PRESTIA, GABE",,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,77704a8c-b627-4273-b8ec-3b4b13ac4ce5,,Meghan Urwin,,,,,,,coordinator contact list 
,,,,,,,,,,,,,4269d1ac-48db-4e44-8bb8-ae95f6ca8d58,,John Anchor,,,,,,,coordinator contact list 
,,,,,,,,,,,,,dde2d021-34e5-44e9-8cef-50dbd22af458,,Carolina Miceli,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,793fc0e8-18f3-4698-a218-ac87b974c08f,,Kalie Lewenza,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,ac9afb19-7cb0-4157-b256-26c777222dbd,,Steve Rennie ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,d876bd55-b61e-445b-93ce-e8eac6df9b23,,Kyle Reimer ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,94f69620-97d2-41c7-ba72-8a772277d2dd,,Nicole Sbrocca,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,a58242d9-036f-464d-9a79-5ed916af8e97,,DEB CAZA,,,,,,,coordinator contact list 
,,,,,,,,,,,,,165bc22c-72e7-4952-acc7-21a2752f50c6,,Joy Williams,,,,,,,coordinator contact list 
,,,,,,,,,,,,,bc5b9a04-4f72-4ce1-b446-17cbe99871a7,,Karel DeGraaf  ,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,c533b48f-578b-4eb2-ad5d-645b3a6d401b,,Ben Hazzard,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,65c41ec8-d9ee-4f21-9516-012c8c547a36,,Frank ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,5f3391ad-fd88-4319-93a0-9f7b6407872c,,Andrew,,,,,,,coordinator contact list 
,,,,,,,,,,,,,de3e0448-7c34-49cc-a173-27791d26eeb6,,Sorosh ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,fd1ad9da-4b6f-44c2-8b3e-9b0213fd0cfc,,Kevin ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,3a586277-8469-4124-bf82-e7cc9a95b68b,,Katie ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,84fc666a-27b5-42c6-b854-453ad1c72975,,Karen ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,4420510c-73e5-49f1-bfb2-a00b31dfbacb,,Jay ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,3e8a39c0-f752-4ccc-b942-57ac76211c25,,Daryl ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,eccbaf28-5bd2-4ac7-94d6-3c9f2e3a8c94,,Alan ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,8c4bbca4-bdda-4bc0-90fb-2ecc43456d46,,Don ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,75ff84eb-43bb-4650-8fc9-595eca6931b8,,Jacob ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,1532afad-3df6-4e43-8760-70cf0c3c4d9d,,Greg ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,892cc0e2-3a52-41f1-ac87-605a8e321dd0,, Alex,,,,,,,coordinator contact list 
,,,,,,,,,,,,,e367cfad-a463-49f8-ac8e-2e0122e85576,,Adam ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,83a0a822-c2b4-4661-87cc-6e281fad9ca7,,Martha ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,4a755286-5fcd-43f6-bc22-35f46ccdce14,,Vince ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,a926fabf-df36-4267-8c6c-60edd6ac5b29,,Chris ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,dcd54775-0ace-4e48-8e61-98ddd7df15d6,,Christian ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,917a19a9-6f50-4bd4-9869-86eeabb98051,,Ali ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,2d4a8fed-9880-403f-ab0c-b764ffdcdbdf,,Stephanie ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,2c9a8222-8248-4096-9ac2-dc17dd2125c4,,Monique  ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,4c280792-848d-475e-a2cf-4c98b2ab0e26,,Alaa ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,304138e5-f59c-4082-8b2e-3fd99cfbcb66,,Alexandra ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,9048f024-5795-4261-872e-e1ea47da75ab,,Chris  ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,f54d9536-f5a1-48c7-8cd9-24a36ff647ee,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,,9ea50cb9-6d41-47f0-b27e-d5ba92ca0b0b,,Karen ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,2c9a8222-8248-4096-9ac2-dc17dd2125c4,,Heather  ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,d64a1a4b-fe5d-45b3-85bb-cfefe4f5d0f5,,Mark,,,,,,,coordinator contact list 
,,,,,,,,,,,,,f9df9fba-15f9-4c56-bef1-5bad5dbc9a77,,John,,,,,,,coordinator contact list 
,,,,,,,,,,,,,c49a52e5-72a4-4cab-809c-b9f5aeaef671,,Yvonne,,,,,,,coordinator contact list 
,,,,,,,,,,,,,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,7f2f5359-54d3-4416-ad6f-0c7c7b36d25d,,Curtis Holden ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,ebcc630a-2dd1-40c5-8c43-9343871590dc,,Rachel Molnar,,,,,,,coordinator contact list 
,,,,,,,,,,,,,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,f47f9f3b-d55a-459f-b1da-7e96181f3d66,,Brittany Adams,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,5d0de551-edd0-447d-91d3-50932525c0b2,,Marc Savage ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,86ab6e2f-95b3-46a6-8e83-432e7f78a1a0,,Stacey Yannacopolous ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,a05a16e3-3e28-4e15-9e9e-a707072d3f50,,Andrew McCarthy ,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,7f2f5359-54d3-4416-ad6f-0c7c7b36d25d,,Curtis Holden ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,039caae3-b019-45ad-ba29-31737aa9b8ac,,Abbey Mombourquette ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,e5f5301e-a780-4632-911f-79678811006e,,Carrie Difruscio ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,,,0,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,8b16c3dd-4e54-4e0d-a3f0-5027605ef1a2,,Lisa Mouawad,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,967042bd-38b4-46ba-8696-4e40a362ec4b,,Amber McKim,,,,,,,coordinator contact list 
,,,,,,,,,,,,Duplicate,db8ac48d-0e4e-4acb-8510-2f2cb6e25544,,Patty Meloche ,,,,,,,coordinator contact list 
,,,,,,,,,,,,,73b9b283-8cfe-4ade-bc5b-e3620ff1b367,,Diane Pettinato,,,,,,,coordinator contact list 
